Date,Amount,Subcategory,ITEM,,,,
19/08/2016,-10.75,PAYMENT,,,,,
19/08/2016,-10.45,PAYMENT,,,,,
18/08/2016,-2.4,PAYMENT,,,,,
18/08/2016,-3.95,PAYMENT,,,,,
18/08/2016,-1.85,PAYMENT,,,,,
18/08/2016,-20,PAYMENT,,,,,
18/08/2016,-40,CASH,,,,,
18/08/2016,-39.73,PAYMENT,,,,,
18/08/2016,-5.1,PAYMENT,,,,,
18/08/2016,-20,DIRECTDEBIT,,,,,
18/08/2016,-51.91,DIRECTDEBIT,,,,,
17/08/2016,-20,CASH,,,,,
17/08/2016,-6.4,PAYMENT,,,,,
17/08/2016,-1,PAYMENT,,,,,
17/08/2016,-20,PAYMENT,,,,,
17/08/2016,-5,PAYMENT,,,,,
17/08/2016,-7.2,PAYMENT,,,,,
17/08/2016,-9.86,PAYMENT,,,,,
17/08/2016,-5.55,PAYMENT,,,,,
17/08/2016,-11.43,PAYMENT,,,,,
17/08/2016,-11.98,PAYMENT,,,,,
17/08/2016,-9,PAYMENT,,,,,
17/08/2016,-13,PAYMENT,,,,,
17/08/2016,-4.8,PAYMENT,,,,,
17/08/2016,-21.33,PAYMENT,,,,,
17/08/2016,-1370,PAYMENT,,,,,
17/08/2016,1370,FT,,,,,
17/08/2016,-10,CASH,,,,,
16/08/2016,-6.5,PAYMENT,,,,,
16/08/2016,-64.98,PAYMENT,,,,,
16/08/2016,-1.85,PAYMENT,,,,,
16/08/2016,-10,DIRECTDEBIT,,,,,
15/08/2016,-7.7,PAYMENT,,,,,
15/08/2016,-9.85,PAYMENT,,,,,
15/08/2016,-12.75,PAYMENT,,,,,
15/08/2016,-53.9,PAYMENT,,,,,
15/08/2016,-20,REPEATPMT,,,,,
15/08/2016,-34.83,PAYMENT,,,,,
15/08/2016,-23.35,PAYMENT,,,,,
15/08/2016,-1,PAYMENT,,,,,
15/08/2016,-42.74,PAYMENT,,,,,
15/08/2016,42.74,BCC,,,,,
15/08/2016,-28.94,PAYMENT,,,,,
15/08/2016,-31,PAYMENT,,,,,
15/08/2016,-0.7,PAYMENT,,,,,
15/08/2016,-16.2,PAYMENT,,,,,
15/08/2016,-7.49,PAYMENT,,,,,
15/08/2016,-86.8,PAYMENT,,,,,
12/08/2016,-9.35,PAYMENT,,,,,
12/08/2016,-14.95,PAYMENT,,,,,
12/08/2016,-8.25,PAYMENT,,,,,
12/08/2016,-11,PAYMENT,,,,,
12/08/2016,1.85,DIRECTDEP,,,,,
11/08/2016,-29.8,PAYMENT,,,,,
11/08/2016,-25.99,PAYMENT,,,,,
11/08/2016,-2.6,PAYMENT,,,,,
11/08/2016,-6.3,PAYMENT,,,,,
11/08/2016,-28.03,PAYMENT,,,,,
11/08/2016,-14.51,PAYMENT,,,,,
10/08/2016,-40,CASH,,,,,
10/08/2016,-2.9,PAYMENT,,,,,
10/08/2016,-12.15,PAYMENT,,,,,
10/08/2016,-16.5,PAYMENT,,,,,
10/08/2016,-15.85,PAYMENT,,,,,
10/08/2016,-12,PAYMENT,,,,,
10/08/2016,-44,PAYMENT,,,,,
10/08/2016,-30,CASH,,,,,
10/08/2016,-88.82,FT,,,,,
09/08/2016,-39,PAYMENT,,,,,
09/08/2016,-6.15,PAYMENT,,,,,
09/08/2016,-84.97,PAYMENT,,,,,
09/08/2016,-104.15,PAYMENT,,,,,
09/08/2016,-18.06,PAYMENT,,,,,
09/08/2016,-5.05,PAYMENT,,,,,
09/08/2016,-2.5,PAYMENT,,,,,
08/08/2016,-5.13,PAYMENT,,,,,
08/08/2016,-4.1,PAYMENT,,,,,
08/08/2016,-5.75,DIRECTDEBIT,,,,,
08/08/2016,-116.12,DIRECTDEBIT,,,,,
08/08/2016,-2.9,PAYMENT,,,,,
08/08/2016,-10.55,PAYMENT,,,,,
08/08/2016,-12.8,PAYMENT,,,,,
08/08/2016,-26,PAYMENT,,,,,
08/08/2016,-16.89,PAYMENT,,,,,
08/08/2016,-79,PAYMENT,,,,,
08/08/2016,-0.79,PAYMENT,,,,,
08/08/2016,-51.95,CASH,,,,,
08/08/2016,-128.76,PAYMENT,,,,,
08/08/2016,-10.7,PAYMENT,,,,,
08/08/2016,-8.85,PAYMENT,,,,,
08/08/2016,-13.4,PAYMENT,,,,,
08/08/2016,-9.19,PAYMENT,,,,,
08/08/2016,-9.5,PAYMENT,,,,,
05/08/2016,-110.01,PAYMENT,,,,,
05/08/2016,-1.4,PAYMENT,,,,,
05/08/2016,-41.88,PAYMENT,,,,,
05/08/2016,-9.99,PAYMENT,,,,,
05/08/2016,-2.4,PAYMENT,,,,,
05/08/2016,-6.6,PAYMENT,,,,,
05/08/2016,-10.98,PAYMENT,,,,,
05/08/2016,88.82,DIRECTDEP,,,,,
04/08/2016,-50,PAYMENT,,,,,
03/08/2016,-74.5,PAYMENT,,,,,
02/08/2016,-8.99,PAYMENT,,,,,
02/08/2016,-1.6,PAYMENT,,,,,
02/08/2016,-4.75,PAYMENT,,,,,
02/08/2016,-32.89,PAYMENT,,,,,
02/08/2016,-13.98,PAYMENT,,,,,
02/08/2016,-15.97,PAYMENT,,,,,
02/08/2016,-200,PAYMENT,,,,,
02/08/2016,-500,FT,,,,,
02/08/2016,-980,FT,,,,,
02/08/2016,-3250,FT,,,,,
01/08/2016,-9.5,OTH,,,,,
01/08/2016,4,OTH,,,,,
01/08/2016,2,OTH,,,,,
01/08/2016,-6,OTH,,,,,
01/08/2016,-13.5,OTH,,,,,
01/08/2016,-18.8,DIRECTDEBIT,,,,,
01/08/2016,-18.8,DIRECTDEBIT,,,,,
01/08/2016,-2534.58,DIRECTDEBIT,,,,,
01/08/2016,-23.62,DIRECTDEBIT,,,,,
01/08/2016,-4.99,PAYMENT,,,,,
01/08/2016,-6.49,PAYMENT,,,,,
01/08/2016,-4.6,PAYMENT,,,,,
01/08/2016,-17.97,PAYMENT,,,,,
01/08/2016,-12.97,PAYMENT,,,,,
01/08/2016,-66.52,PAYMENT,,,,,
01/08/2016,-6.4,PAYMENT,,,,,
01/08/2016,-17,PAYMENT,,,,,
01/08/2016,3250,DIRECTDEP,,,,,
29/07/2016,-33.9,PAYMENT,,,,,
29/07/2016,-35,PAYMENT,,,,,
29/07/2016,-2.99,PAYMENT,,,,,
29/07/2016,-100,CASH,,,,,
29/07/2016,-250,CASH,,,,,
29/07/2016,7266.6,DIRECTDEP,,,,,
28/07/2016,500,FT,,,,,
28/07/2016,-2.18,PAYMENT,,,,,
28/07/2016,-98.44,PAYMENT,,,,,
28/07/2016,-4.8,PAYMENT,,,,,
28/07/2016,-8.2,PAYMENT,,,,,
28/07/2016,-2.9,PAYMENT,,,,,
28/07/2016,-19.75,PAYMENT,,,,,
27/07/2016,-10,CASH,,,,,
27/07/2016,-6.5,PAYMENT,,,,,
27/07/2016,-1.85,PAYMENT,,,,,
27/07/2016,-7.75,PAYMENT,,,,,
27/07/2016,140,FT,,,,,
26/07/2016,-10,CASH,,,,,
26/07/2016,-52.59,PAYMENT,,,,,
26/07/2016,-4.9,PAYMENT,,,,,
26/07/2016,-4.9,PAYMENT,,,,,
26/07/2016,-4.8,PAYMENT,,,,,
26/07/2016,-5.95,PAYMENT,,,,,
26/07/2016,-3.49,PAYMENT,,,,,
26/07/2016,-10,CASH,,,,,
25/07/2016,100,FT,,,,,
25/07/2016,-2.2,PAYMENT,,,,,
25/07/2016,-51.17,PAYMENT,,,,,
25/07/2016,-36.99,PAYMENT,,,,,
25/07/2016,-11.05,PAYMENT,,,,,
25/07/2016,-10.66,PAYMENT,,,,,
25/07/2016,-7.7,PAYMENT,,,,,
25/07/2016,-6.95,PAYMENT,,,,,
25/07/2016,-12.1,PAYMENT,,,,,
25/07/2016,-20,PAYMENT,,,,,
25/07/2016,-5.5,PAYMENT,,,,,
25/07/2016,-43,PAYMENT,,,,,
25/07/2016,-5.75,PAYMENT,,,,,
25/07/2016,-1.5,PAYMENT,,,,,
25/07/2016,40,FT,,,,,
25/07/2016,-12.5,PAYMENT,,,,,
25/07/2016,-7.99,PAYMENT,,,,,
25/07/2016,-66.69,PAYMENT,,,,,
25/07/2016,200,FT,,,,,
25/07/2016,-22.95,PAYMENT,,,,,
25/07/2016,-3.49,PAYMENT,,,,,
25/07/2016,-9.4,PAYMENT,,,,,
25/07/2016,-0.69,PAYMENT,,,,,
25/07/2016,-15.11,PAYMENT,,,,,
25/07/2016,-6.9,PAYMENT,,,,,
22/07/2016,-11.49,PAYMENT,,,,,
22/07/2016,-3.6,PAYMENT,,,,,
22/07/2016,-3.2,PAYMENT,,,,,
22/07/2016,-5.04,PAYMENT,,,,,
22/07/2016,-10.07,PAYMENT,,,,,
22/07/2016,-4.73,PAYMENT,,,,,
21/07/2016,-20,CASH,,,,,
21/07/2016,-18.75,PAYMENT,,,,,
21/07/2016,-12.12,PAYMENT,,,,,
21/07/2016,-34.1,CASH,,,,,
20/07/2016,-20,CASH,,,,,
20/07/2016,-10.1,PAYMENT,,,,,
20/07/2016,-49.84,PAYMENT,,,,,
20/07/2016,-37.5,PAYMENT,,,,,
20/07/2016,-9.4,PAYMENT,,,,,
20/07/2016,-44.21,CASH,,,,,
20/07/2016,-47.65,PAYMENT,,,,,
20/07/2016,-9.32,PAYMENT,,,,,
20/07/2016,-8.29,PAYMENT,,,,,
19/07/2016,-8.88,PAYMENT,,,,,
19/07/2016,-2.2,PAYMENT,,,,,
19/07/2016,-6.25,PAYMENT,,,,,
19/07/2016,-7.99,PAYMENT,,,,,
19/07/2016,-15.85,PAYMENT,,,,,
19/07/2016,-13.91,PAYMENT,,,,,
19/07/2016,-10.5,PAYMENT,,,,,
19/07/2016,-44.21,CASH,,,,,
19/07/2016,-18.78,PAYMENT,,,,,
19/07/2016,-111.75,PAYMENT,,,,,
19/07/2016,-5.69,PAYMENT,,,,,
18/07/2016,-20,CASH,,,,,
18/07/2016,-5.27,PAYMENT,,,,,
18/07/2016,-10.34,PAYMENT,,,,,
18/07/2016,-3.44,PAYMENT,,,,,
18/07/2016,-14.9,PAYMENT,,,,,
18/07/2016,-3.44,PAYMENT,,,,,
18/07/2016,-9.08,PAYMENT,,,,,
18/07/2016,-6.12,PAYMENT,,,,,
18/07/2016,-71.59,PAYMENT,,,,,
18/07/2016,-10,DIRECTDEBIT,,,,,
18/07/2016,-20,DIRECTDEBIT,,,,,
18/07/2016,-20,DIRECTDEBIT,,,,,
18/07/2016,-47.85,DIRECTDEBIT,,,,,
18/07/2016,-19.72,PAYMENT,,,,,
18/07/2016,-51.69,CASH,,,,,
18/07/2016,-34.46,CASH,,,,,
18/07/2016,-10.75,PAYMENT,,,,,
18/07/2016,-41.89,PAYMENT,,,,,
18/07/2016,-17.3,PAYMENT,,,,,
18/07/2016,-21.95,PAYMENT,,,,,
15/07/2016,-7,PAYMENT,,,,,
15/07/2016,-2.5,PAYMENT,,,,,
15/07/2016,-8.38,PAYMENT,,,,,
15/07/2016,-20,REPEATPMT,,,,,
14/07/2016,-3.28,PAYMENT,,,,,
14/07/2016,-2.5,PAYMENT,,,,,
14/07/2016,-15.55,PAYMENT,,,,,
14/07/2016,-25,PAYMENT,,,,,
14/07/2016,-5.75,PAYMENT,,,,,
14/07/2016,-43.8,PAYMENT,,,,,
14/07/2016,-1.85,PAYMENT,,,,,
14/07/2016,-5.4,PAYMENT,,,,,
14/07/2016,-6.78,PAYMENT,,,,,
14/07/2016,-4.2,PAYMENT,,,,,
14/07/2016,-20,FT,,,,,
14/07/2016,-636,PAYMENT,,,,,
14/07/2016,636,FT,,,,,
14/07/2016,-36,FT,,,,,
13/07/2016,-10,CASH,,,,,
13/07/2016,-19.98,PAYMENT,,,,,
13/07/2016,-3.75,PAYMENT,,,,,
13/07/2016,-7.49,PAYMENT,,,,,
12/07/2016,-17.1,PAYMENT,,,,,
12/07/2016,-13,PAYMENT,,,,,
12/07/2016,-14.95,PAYMENT,,,,,
12/07/2016,-10.98,PAYMENT,,,,,
12/07/2016,-7,PAYMENT,,,,,
12/07/2016,-5.75,PAYMENT,,,,,
12/07/2016,-5,PAYMENT,,,,,
12/07/2016,-30.1,PAYMENT,,,,,
11/07/2016,-9.25,PAYMENT,,,,,
11/07/2016,-75.33,PAYMENT,,,,,
11/07/2016,-13.4,PAYMENT,,,,,
11/07/2016,-22.97,PAYMENT,,,,,
11/07/2016,-6.5,PAYMENT,,,,,
11/07/2016,-14.16,PAYMENT,,,,,
11/07/2016,-100,CASH,,,,,
11/07/2016,-12.3,PAYMENT,,,,,
11/07/2016,-31.25,PAYMENT,,,,,
11/07/2016,-38.6,PAYMENT,,,,,
11/07/2016,-100,CASH,,,,,
11/07/2016,-44,PAYMENT,,,,,
08/07/2016,-124.25,PAYMENT,,,,,
08/07/2016,-50.4,PAYMENT,,,,,
08/07/2016,-3.15,PAYMENT,,,,,
08/07/2016,-4.4,PAYMENT,,,,,
08/07/2016,-19.96,PAYMENT,,,,,
08/07/2016,-4.8,PAYMENT,,,,,
08/07/2016,-6.78,PAYMENT,,,,,
08/07/2016,-4.15,PAYMENT,,,,,
08/07/2016,-12.23,PAYMENT,,,,,
08/07/2016,-5.07,PAYMENT,,,,,
08/07/2016,-118.93,DIRECTDEBIT,,,,,
08/07/2016,-5.75,DIRECTDEBIT,,,,,
07/07/2016,-40,CASH,,,,,
07/07/2016,-3.9,PAYMENT,,,,,
07/07/2016,-4,PAYMENT,,,,,
07/07/2016,-4.8,PAYMENT,,,,,
07/07/2016,-2.9,PAYMENT,,,,,
07/07/2016,-6,PAYMENT,,,,,
07/07/2016,-10,PAYMENT,,,,,
07/07/2016,-7.6,PAYMENT,,,,,
07/07/2016,-3.6,PAYMENT,,,,,
07/07/2016,-1.85,PAYMENT,,,,,
07/07/2016,-0.79,PAYMENT,,,,,
06/07/2016,-20,CASH,,,,,
06/07/2016,-24.69,PAYMENT,,,,,
06/07/2016,-4.8,PAYMENT,,,,,
06/07/2016,-9.98,PAYMENT,,,,,
06/07/2016,-67.9,PAYMENT,,,,,
06/07/2016,-26.3,PAYMENT,,,,,
06/07/2016,-3.05,PAYMENT,,,,,
06/07/2016,-1.85,PAYMENT,,,,,
06/07/2016,-50.81,PAYMENT,,,,,
06/07/2016,-24.34,DIRECTDEBIT,,,,,
05/07/2016,-252,FT,,,,,
05/07/2016,-31.8,PAYMENT,,,,,
04/07/2016,-7.99,PAYMENT,,,,,
04/07/2016,-5.91,PAYMENT,,,,,
04/07/2016,-6.05,PAYMENT,,,,,
04/07/2016,-17.64,PAYMENT,,,,,
04/07/2016,-29.15,PAYMENT,,,,,
04/07/2016,-5,PAYMENT,,,,,
04/07/2016,-62.55,PAYMENT,,,,,
04/07/2016,-63.36,PAYMENT,,,,,
04/07/2016,-6.2,PAYMENT,,,,,
04/07/2016,-15.35,PAYMENT,,,,,
01/07/2016,-4.8,PAYMENT,,,,,
01/07/2016,-21.01,PAYMENT,,,,,
01/07/2016,-130,PAYMENT,,,,,
01/07/2016,-3.15,PAYMENT,,,,,
01/07/2016,-3.6,PAYMENT,,,,,
01/07/2016,-50,CASH,,,,,
01/07/2016,4,OTH,,,,,
01/07/2016,2,OTH,,,,,
01/07/2016,-9.5,OTH,,,,,
01/07/2016,-13.5,OTH,,,,,
01/07/2016,-6,OTH,,,,,
01/07/2016,-18.8,DIRECTDEBIT,,,,,
01/07/2016,-2534.58,DIRECTDEBIT,,,,,
01/07/2016,-23.62,DIRECTDEBIT,,,,,
01/07/2016,-18.8,DIRECTDEBIT,,,,,
01/07/2016,-5.15,PAYMENT,,,,,
30/06/2016,-10,CASH,,,,,
30/06/2016,-500,FT,,,,,
30/06/2016,-60,PAYMENT,,,,,
30/06/2016,-15,PAYMENT,,,,,
30/06/2016,-2.23,PAYMENT,,,,,
30/06/2016,-6.5,PAYMENT,,,,,
30/06/2016,-120,FT,,,,,
30/06/2016,-310,PAYMENT,,,,,
30/06/2016,-250,PAYMENT,,,,,
30/06/2016,-14.67,PAYMENT,,,,,
30/06/2016,7266.59,DIRECTDEP,,,,,
29/06/2016,20,FT,,,,,
29/06/2016,-115.61,PAYMENT,,,,,
29/06/2016,-6.45,PAYMENT,,,,,
29/06/2016,-8.98,PAYMENT,,,,,
29/06/2016,-350,PAYMENT,,,,,
29/06/2016,350,FT,,,,,
29/06/2016,-26.96,PAYMENT,,,,,
29/06/2016,-32.89,CASH,,,,,
28/06/2016,-6.8,PAYMENT,,,,,
28/06/2016,-9,PAYMENT,,,,,
28/06/2016,-25.47,PAYMENT,,,,,
28/06/2016,-2.5,PAYMENT,,,,,
28/06/2016,-7.58,PAYMENT,,,,,
28/06/2016,100,FT,,,,,
28/06/2016,-2.94,PAYMENT,,,,,
27/06/2016,-7.39,PAYMENT,,,,,
27/06/2016,-4.65,PAYMENT,,,,,
27/06/2016,-4.65,PAYMENT,,,,,
27/06/2016,-7.6,PAYMENT,,,,,
27/06/2016,-1.3,PAYMENT,,,,,
27/06/2016,-13,PAYMENT,,,,,
27/06/2016,-10,PAYMENT,,,,,
27/06/2016,-77.94,PAYMENT,,,,,
27/06/2016,-4.75,PAYMENT,,,,,
27/06/2016,-43,PAYMENT,,,,,
27/06/2016,-1.35,PAYMENT,,,,,
27/06/2016,-4.4,PAYMENT,,,,,
24/06/2016,-39.73,PAYMENT,,,,,
24/06/2016,-5,PAYMENT,,,,,
24/06/2016,-4,PAYMENT,,,,,
24/06/2016,-31.15,PAYMENT,,,,,
24/06/2016,-9.25,PAYMENT,,,,,
23/06/2016,-2.9,PAYMENT,,,,,
23/06/2016,-4.95,PAYMENT,,,,,
23/06/2016,-8.95,PAYMENT,,,,,
23/06/2016,-3.75,PAYMENT,,,,,
23/06/2016,-7.99,PAYMENT,,,,,
23/06/2016,-4.8,PAYMENT,,,,,
23/06/2016,-21.98,PAYMENT,,,,,
23/06/2016,-6.99,PAYMENT,,,,,
23/06/2016,-1.85,PAYMENT,,,,,
22/06/2016,-1.6,PAYMENT,,,,,
21/06/2016,-6.45,PAYMENT,,,,,
21/06/2016,-96.56,PAYMENT,,,,,
21/06/2016,-310.11,PAYMENT,,,,,
21/06/2016,-3.99,PAYMENT,,,,,
21/06/2016,-5,PAYMENT,,,,,
20/06/2016,-10,CASH,,,,,
20/06/2016,-12.5,PAYMENT,,,,,
20/06/2016,-4.5,PAYMENT,,,,,
20/06/2016,-45,PAYMENT,,,,,
20/06/2016,-8.79,PAYMENT,,,,,
20/06/2016,-20,DIRECTDEBIT,,,,,
20/06/2016,-20,DIRECTDEBIT,,,,,
20/06/2016,-60.15,DIRECTDEBIT,,,,,
20/06/2016,-30.75,PAYMENT,,,,,
20/06/2016,-12.47,PAYMENT,,,,,
20/06/2016,-0.72,PAYMENT,,,,,
20/06/2016,-7.99,PAYMENT,,,,,
20/06/2016,-10,CASH,,,,,
20/06/2016,-6.63,PAYMENT,,,,,
20/06/2016,-14.05,PAYMENT,,,,,
20/06/2016,-64.62,PAYMENT,,,,,
20/06/2016,-18,PAYMENT,,,,,
20/06/2016,-5,PAYMENT,,,,,
20/06/2016,-4,PAYMENT,,,,,
20/06/2016,-45,PAYMENT,,,,,
20/06/2016,-4,PAYMENT,,,,,
20/06/2016,-5,PAYMENT,,,,,
17/06/2016,-5,PAYMENT,,,,,
17/06/2016,-1.69,PAYMENT,,,,,
17/06/2016,-17.09,PAYMENT,,,,,
17/06/2016,-14.45,PAYMENT,,,,,
17/06/2016,-4.8,PAYMENT,,,,,
17/06/2016,-3.15,PAYMENT,,,,,
16/06/2016,-5,CASH,,,,,
16/06/2016,-2.9,PAYMENT,,,,,
16/06/2016,-3.75,PAYMENT,,,,,
16/06/2016,-72.39,PAYMENT,,,,,
16/06/2016,-3.15,PAYMENT,,,,,
16/06/2016,-10.75,PAYMENT,,,,,
16/06/2016,-4.8,PAYMENT,,,,,
16/06/2016,-5.1,PAYMENT,,,,,
16/06/2016,-10,DIRECTDEBIT,,,,,
16/06/2016,-4.8,PAYMENT,,,,,
16/06/2016,-49,PAYMENT,,,,,
15/06/2016,260,FT,,,,,
15/06/2016,-20,REPEATPMT,,,,,
15/06/2016,-23.68,DIRECTDEBIT,,,,,
14/06/2016,-51.65,CASH,,,,,
14/06/2016,-260,CASH,,,,,
14/06/2016,-50,PAYMENT,,,,,
14/06/2016,-11,PAYMENT,,,,,
14/06/2016,-83.26,PAYMENT,,,,,
14/06/2016,-37.44,PAYMENT,,,,,
14/06/2016,-4,PAYMENT,,,,,
14/06/2016,-0.7,PAYMENT,,,,,
14/06/2016,-6.88,PAYMENT,,,,,
13/06/2016,-20,PAYMENT,,,,,
13/06/2016,-10.06,PAYMENT,,,,,
13/06/2016,-6.6,PAYMENT,,,,,
13/06/2016,-16.47,PAYMENT,,,,,
13/06/2016,-8.93,PAYMENT,,,,,
13/06/2016,-5.6,PAYMENT,,,,,
13/06/2016,-5.99,PAYMENT,,,,,
13/06/2016,-19.66,PAYMENT,,,,,
13/06/2016,-9.25,PAYMENT,,,,,
13/06/2016,-11.86,PAYMENT,,,,,
13/06/2016,-25,PAYMENT,,,,,
13/06/2016,-42,PAYMENT,,,,,
13/06/2016,-62.55,PAYMENT,,,,,
13/06/2016,-7.76,PAYMENT,,,,,
13/06/2016,-10.15,PAYMENT,,,,,
13/06/2016,-19.5,PAYMENT,,,,,
13/06/2016,-14,PAYMENT,,,,,
13/06/2016,-14.95,PAYMENT,,,,,
13/06/2016,-3.5,PAYMENT,,,,,
13/06/2016,-13.98,PAYMENT,,,,,
13/06/2016,-8.99,PAYMENT,,,,,
13/06/2016,-18.5,PAYMENT,,,,,
13/06/2016,-4.95,PAYMENT,,,,,
13/06/2016,-50,CASH,,,,,
13/06/2016,-39,PAYMENT,,,,,
13/06/2016,-7,PAYMENT,,,,,
13/06/2016,-7,PAYMENT,,,,,
13/06/2016,-7.4,PAYMENT,,,,,
13/06/2016,360,FT,,,,,
13/06/2016,-9.81,PAYMENT,,,,,
10/06/2016,-19.51,PAYMENT,,,,,
10/06/2016,-6.99,PAYMENT,,,,,
10/06/2016,-10,CASH,,,,,
10/06/2016,-31.92,CASH,,,,,
10/06/2016,-13.36,PAYMENT,,,,,
10/06/2016,-18.9,PAYMENT,,,,,
10/06/2016,-8.64,PAYMENT,,,,,
09/06/2016,-2.9,PAYMENT,,,,,
09/06/2016,-12.49,PAYMENT,,,,,
08/06/2016,-1.85,PAYMENT,,,,,
08/06/2016,-12.55,PAYMENT,,,,,
08/06/2016,-17.99,PAYMENT,,,,,
08/06/2016,-5.2,PAYMENT,,,,,
08/06/2016,-78.05,PAYMENT,,,,,
08/06/2016,-22.5,PAYMENT,,,,,
08/06/2016,-5.95,PAYMENT,,,,,
08/06/2016,-3.28,PAYMENT,,,,,
08/06/2016,-0.79,PAYMENT,,,,,
08/06/2016,-5.75,DIRECTDEBIT,,,,,
07/06/2016,-3.87,PAYMENT,,,,,
07/06/2016,-70.52,PAYMENT,,,,,
07/06/2016,-4.79,PAYMENT,,,,,
07/06/2016,-88.65,PAYMENT,,,,,
07/06/2016,-15,PAYMENT,,,,,
07/06/2016,-118.04,DIRECTDEBIT,,,,,
06/06/2016,-45,PAYMENT,,,,,
06/06/2016,-17.45,PAYMENT,,,,,
06/06/2016,-45.22,PAYMENT,,,,,
06/06/2016,-13.34,PAYMENT,,,,,
06/06/2016,-5,PAYMENT,,,,,
06/06/2016,-5.04,PAYMENT,,,,,
06/06/2016,-24.34,DIRECTDEBIT,,,,,
06/06/2016,-20,PAYMENT,,,,,
06/06/2016,-105.93,PAYMENT,,,,,
06/06/2016,-7.45,PAYMENT,,,,,
06/06/2016,-9.95,PAYMENT,,,,,
06/06/2016,-100,CASH,,,,,
06/06/2016,-50,CASH,,,,,
06/06/2016,-64.42,PAYMENT,,,,,
06/06/2016,-13,PAYMENT,,,,,
03/06/2016,-20.4,PAYMENT,,,,,
02/06/2016,-80.3,PAYMENT,,,,,
02/06/2016,-51.96,PAYMENT,,,,,
02/06/2016,-3.99,PAYMENT,,,,,
02/06/2016,-260,CASH,,,,,
01/06/2016,-350,FT,,,,,
01/06/2016,-200,PAYMENT,,,,,
01/06/2016,-300,PAYMENT,,,,,
01/06/2016,-72.43,PAYMENT,,,,,
01/06/2016,-6.95,PAYMENT,,,,,
01/06/2016,-14,PAYMENT,,,,,
01/06/2016,-4.8,PAYMENT,,,,,
01/06/2016,2,OTH,,,,,
01/06/2016,-13.5,OTH,,,,,
01/06/2016,-9.5,OTH,,,,,
01/06/2016,-6,OTH,,,,,
01/06/2016,4,OTH,,,,,
01/06/2016,-2534.58,DIRECTDEBIT,,,,,
01/06/2016,-18.8,DIRECTDEBIT,,,,,
01/06/2016,-18.8,DIRECTDEBIT,,,,,
01/06/2016,79.83,DIRECTDEP,,,,,
31/05/2016,-60,CASH,,,,,
31/05/2016,-50,CASH,,,,,
31/05/2016,-15.5,PAYMENT,,,,,
31/05/2016,-4.6,PAYMENT,,,,,
31/05/2016,-6.59,PAYMENT,,,,,
31/05/2016,-4.75,PAYMENT,,,,,
31/05/2016,-5.6,PAYMENT,,,,,
31/05/2016,-3.2,PAYMENT,,,,,
31/05/2016,-13.65,PAYMENT,,,,,
31/05/2016,-4,PAYMENT,,,,,
31/05/2016,-27.5,PAYMENT,,,,,
31/05/2016,-13.1,PAYMENT,,,,,
31/05/2016,-14.5,PAYMENT,,,,,
31/05/2016,-5.99,PAYMENT,,,,,
31/05/2016,-2.69,PAYMENT,,,,,
31/05/2016,-31.3,PAYMENT,,,,,
31/05/2016,-3,PAYMENT,,,,,
31/05/2016,-51.55,PAYMENT,,,,,
31/05/2016,-4.8,PAYMENT,,,,,
31/05/2016,-38.9,PAYMENT,,,,,
31/05/2016,-100,CASH,,,,,
31/05/2016,-5.95,PAYMENT,,,,,
31/05/2016,-30,PAYMENT,,,,,
31/05/2016,-9.9,PAYMENT,,,,,
31/05/2016,-3.49,PAYMENT,,,,,
31/05/2016,-10.7,PAYMENT,,,,,
31/05/2016,-1.85,PAYMENT,,,,,
31/05/2016,-4.9,PAYMENT,,,,,
31/05/2016,-3.79,PAYMENT,,,,,
31/05/2016,-6.98,PAYMENT,,,,,
31/05/2016,7266.59,DIRECTDEP,,,,,
27/05/2016,-3.68,PAYMENT,,,,,
27/05/2016,35,BCC,,,,,
27/05/2016,-23,PAYMENT,,,,,
27/05/2016,-4.9,PAYMENT,,,,,
27/05/2016,-4.8,PAYMENT,,,,,
27/05/2016,-6.78,PAYMENT,,,,,
27/05/2016,-9.4,PAYMENT,,,,,
26/05/2016,-20,CASH,,,,,
26/05/2016,-19.13,PAYMENT,,,,,
26/05/2016,-3.72,PAYMENT,,,,,
26/05/2016,-29.97,PAYMENT,,,,,
26/05/2016,-28.8,PAYMENT,,,,,
26/05/2016,-6,PAYMENT,,,,,
25/05/2016,-100,PAYMENT,,,,,
25/05/2016,-1.85,PAYMENT,,,,,
25/05/2016,-3.43,PAYMENT,,,,,
25/05/2016,-2.2,PAYMENT,,,,,
25/05/2016,-4.8,PAYMENT,,,,,
25/05/2016,-9,PAYMENT,,,,,
24/05/2016,-20,CASH,,,,,
24/05/2016,-7.7,PAYMENT,,,,,
24/05/2016,-67.81,PAYMENT,,,,,
24/05/2016,-91.72,PAYMENT,,,,,
24/05/2016,-4.8,PAYMENT,,,,,
24/05/2016,-1.6,PAYMENT,,,,,
24/05/2016,-70,PAYMENT,,,,,
23/05/2016,-9,PAYMENT,,,,,
23/05/2016,-7.99,PAYMENT,,,,,
23/05/2016,-446.6,PAYMENT,,,,,
23/05/2016,446.6,FT,,,,,
23/05/2016,-30.08,PAYMENT,,,,,
23/05/2016,-6.5,PAYMENT,,,,,
23/05/2016,-13.15,PAYMENT,,,,,
23/05/2016,-13.95,PAYMENT,,,,,
20/05/2016,-23.98,PAYMENT,,,,,
